"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.47300207574767e-06,0.616652623838843,0.669,0.456,0.0557104262970683,"2","IGBP1"
3.87257468360355e-06,0.651126219707377,0.586,0.385,0.0621199704996846,"2","SMIM22"
4.48732990403149e-06,0.64178823290002,0.602,0.367,0.0719812589905691,"2","COLCA1"
5.34826760075617e-06,0.803881228439071,0.511,0.333,0.0857915605837297,"2","EI24"
5.60565170101495e-06,0.652028974424139,0.624,0.425,0.0899202589359808,"2","VKORC1"
5.65010914143931e-06,0.572873000498371,0.707,0.481,0.090633400737828,"2","MMP24-AS1"
6.88603253958826e-06,0.531332977747402,0.722,0.493,0.110458847967535,"2","RBMX"
1.03465258661581e-05,0.570712578964614,0.692,0.445,0.165968621419042,"2","IMPDH2"
1.06871820315789e-05,0.567485926166123,0.714,0.496,0.171433086968557,"2","PHLDA1"
1.15734350831651e-05,0.571203777347819,0.789,0.553,0.185649472169052,"2","FXYD4"
1.1689161589964e-05,0.615788172045069,0.609,0.408,0.187505841064612,"2","DMKN"
1.42074226483055e-05,0.652135453843168,0.571,0.357,0.227901266701468,"2","PGRMC2"
2.82041708855416e-05,0.544555749997014,0.669,0.448,0.452423105174973,"2","TTC3"
4.73137476292961e-05,0.525447190724588,0.662,0.447,0.758959825721539,"2","CAMK2N1"
6.23447316265821e-05,0.512431398279601,0.684,0.466,1,"2","PPP1CC"
6.26774333333004e-05,0.518239110375874,0.677,0.45,1,"2","PPP1R15A"
8.05598175250261e-05,0.584927982686159,0.549,0.345,1,"2","VBP1"
0.000100368694349817,0.617873145045615,0.534,0.349,1,"2","PPP1R14B"
0.000107286927559415,0.514924731997538,0.617,0.447,1,"2","ARPC1A"
0.000120950744983491,0.518289078664342,0.586,0.396,1,"2","TSC22D1"
0.000135459120736215,0.587726150144648,0.511,0.327,1,"2","CEBPD"
0.00015844190340263,0.572855495296528,0.534,0.343,1,"2","SMIM15"
0.000194962909394338,0.562759435399348,0.511,0.346,1,"2","EAPP"
0.000261581518237179,0.527989543437312,0.564,0.37,1,"2","FOSB"
0.000279182399770627,0.500792351318495,0.602,0.441,1,"2","HOOK2"
0.000279731413826472,0.505561846518299,0.541,0.343,1,"2","UQCC3"
0.000282252889836125,0.53288886518424,0.549,0.368,1,"2","BET1"
0.000672730730511147,0.515057071868337,0.571,0.407,1,"2","TMEM205"
5.79514199236832e-67,3.24633924039333,0.863,0.137,9.29598726995802e-63,"3","LCN2"
1.07814269196021e-58,3.84953812556041,0.598,0.05,1.72944869217336e-54,"3","TRIB3"
6.47564047486636e-58,2.88716279405761,0.804,0.123,1.03875748857331e-53,"3","CEBPG"
6.36302154297529e-55,4.17285755787726,0.5,0.03,1.02069228570867e-50,"3","KCNMB3"
6.71465508737507e-49,1.41585000601619,1,0.709,1.07709782256584e-44,"3","ZFAS1"
6.85788348570439e-49,1.62811416407133,0.98,0.562,1.10007308994184e-44,"3","ATF4"
1.04100721066751e-47,2.32274046612718,0.912,0.325,1.66987966663176e-43,"3","TAF1D"
2.35309035986724e-46,2.08112004139483,0.941,0.4,3.77459224626304e-42,"3","EPB41L4A-AS1"
9.97599046051794e-44,1.9169590507571,0.931,0.412,1.60024862977168e-39,"3","DNAJB9"
1.38963823558552e-43,1.01701029862888,1,0.842,2.22911869370273e-39,"3","EIF4A2"
1.65529574963817e-41,2.67001836312201,0.657,0.109,2.65525991199459e-37,"3","PSAT1"
4.0368757813459e-41,0.830627856309829,1,0.878,6.47555244085696e-37,"3","NPM1"
5.90034583211986e-41,2.40632993775654,0.745,0.168,9.46474474930347e-37,"3","MTHFD2"
7.23475449364848e-41,2.3962893965962,0.735,0.149,1.16052696832615e-36,"3","XPOT"
1.1499412652655e-40,2.60067704952152,0.676,0.129,1.84462078361239e-36,"3","SHMT2"
5.6686841508632e-40,1.4639162116335,0.971,0.528,9.09313624639966e-36,"3","SNHG8"
9.5708032787168e-39,1.36567021220988,0.961,0.586,1.53525255393896e-34,"3","HSPD1"
3.94277352684561e-38,1.11901558892247,0.98,0.709,6.32460301441305e-34,"3","RSL24D1"
1.58458214241628e-37,1.93985041864394,0.873,0.294,2.54182821464996e-33,"3","DDIT4"
3.32312887416063e-37,1.82033574167253,0.912,0.375,5.33063102704107e-33,"3","SNHG7"
1.88194143176166e-36,0.714739206231273,0.98,0.881,3.01882225068887e-32,"3","RPL36AL"
1.67464451706566e-35,1.30701419176956,0.99,0.586,2.68629726982502e-31,"3","DDIT3"
8.08178216502532e-35,1.36044155919815,0.941,0.611,1.29639867709171e-30,"3","C6orf48"
2.26732469904273e-34,2.3896648260001,0.608,0.107,3.63701554973444e-30,"3","ASNS"
1.00039236591567e-33,1.66311242258725,0.922,0.341,1.60472939416533e-29,"3","CEBPB"
8.91295471217942e-33,1.44531249174815,0.922,0.458,1.4297270653807e-28,"3","BEX2"
2.25879572932279e-32,1.57469856134983,0.892,0.393,3.62333422940668e-28,"3","RSL1D1"
2.62930503347093e-32,0.940843114860559,0.99,0.75,4.21766820419072e-28,"3","ST13"
5.78472203632773e-32,1.52814568609575,0.922,0.446,9.2792726184733e-28,"3","BNIP3"
8.93061845731795e-32,1.43302794710669,0.931,0.489,1.43256050673837e-27,"3","SSR3"
1.57973346753457e-30,0.619376190586797,0.99,0.921,2.5340504552722e-26,"3","CIRBP"
2.35623785066564e-30,1.15243306697434,0.951,0.62,3.77964113625276e-26,"3","HERPUD1"
1.01966370567857e-29,1.67777131313824,0.843,0.301,1.635642550279e-25,"3","TCEA1"
1.58449692710257e-29,1.47166521635589,0.882,0.46,2.54169152076524e-25,"3","VIMP"
3.72253249206615e-29,1.41269711898923,0.912,0.465,5.97131437052331e-25,"3","XBP1"
2.33960390497824e-28,0.956329416513363,0.971,0.702,3.7529586239756e-24,"3","BTG1"
5.29354561764014e-28,1.37467221689169,0.922,0.485,8.49137652525655e-24,"3","H1F0"
8.4306868373087e-28,1.59709104774956,0.814,0.369,1.35236647557269e-23,"3","RABGGTB"
1.57954680650135e-27,0.510466062773888,1,0.931,2.53375103230882e-23,"3","RPL4"
1.037174131834e-26,0.786925692597023,0.971,0.822,1.66373102487491e-22,"3","LDHA"
2.72300522003948e-26,1.09496376894764,0.961,0.597,4.36797267346534e-22,"3","ARF4"
1.33489916777776e-25,0.73749428631377,0.971,0.818,2.1413117550323e-21,"3","HSP90AB1"
1.85518299939582e-24,0.751885522323358,0.98,0.818,2.97589904933084e-20,"3","EEF1B2"
2.03198394818295e-24,1.14984957198699,0.931,0.525,3.25950545128026e-20,"3","SLC3A2"
9.88176095577553e-24,1.16422170730758,0.922,0.529,1.58513327491595e-19,"3","EIF2S2"
2.94891533915848e-23,1.71356540946825,0.686,0.209,4.73035509554413e-19,"3","TGIF1"
3.15253520432464e-23,0.634466994837017,0.99,0.863,5.05698172125716e-19,"3","GLTSCR2"
9.07849724907354e-23,0.88054259590113,0.951,0.687,1.45628174372389e-18,"3","EIF4B"
2.0838746428782e-22,2.08701559946428,0.51,0.124,3.34274331464092e-18,"3","HIST3H2A"
2.25364983641331e-22,0.682961117724084,0.99,0.796,3.6150797025906e-18,"3","SERP1"
2.5069434273876e-22,0.78837924801734,0.98,0.737,4.02138795187245e-18,"3","HSP90B1"
5.02074278498665e-22,1.76596641626922,0.637,0.192,8.05377350139708e-18,"3","CTA-29F11.1"
7.45676948688569e-22,0.716463712694,0.971,0.785,1.19614039339133e-17,"3","PTGES3"
8.44169692978684e-22,1.8556797963734,0.608,0.188,1.35413260450711e-17,"3","GARS"
9.49857897191269e-22,2.05886772501091,0.51,0.124,1.52366705288452e-17,"3","LINC00958"
1.46208026470148e-21,0.929035746437789,0.961,0.639,2.34532295260764e-17,"3","TMED2"
3.38312696018715e-21,0.806741327176192,0.98,0.764,5.4268739568362e-17,"3","NUPR1"
5.5760880802983e-21,0.813930000887184,0.961,0.694,8.9446028896065e-17,"3","RPL17"
9.74092430004618e-21,0.647964811728093,0.98,0.803,1.56254166697041e-16,"3","RPL36A"
1.62992419106803e-20,1.47060428980062,0.755,0.281,2.61456139489223e-16,"3","GID8"
2.56323210440315e-20,1.2131903054131,0.824,0.443,4.11168061867309e-16,"3","IGBP1"
3.10525051745226e-20,1.92159272210063,0.529,0.15,4.98113235504517e-16,"3","IDH1"
3.26963055201497e-20,0.93708668036962,0.931,0.604,5.24481436848722e-16,"3","AC090498.1"
1.5578516762001e-19,1.50071481931333,0.706,0.27,2.49894987379257e-15,"3","RNF187"
3.99417960756934e-19,1.73454912132519,0.588,0.177,6.40706350850198e-15,"3","HSPA13"
1.23960336959204e-18,1.34235966379563,0.755,0.33,1.9884477651626e-14,"3","LETMD1"
1.51127265161674e-18,1.72003380258278,0.569,0.173,2.42423246045842e-14,"3","IARS"
1.82252461611893e-18,0.819365521123208,0.971,0.696,2.92351173671637e-14,"3","SQSTM1"
1.83552933959394e-18,1.67699316870529,0.569,0.17,2.94437261364264e-14,"3","MAL2"
2.48705224050338e-18,1.45811998946045,0.706,0.286,3.98948049899147e-14,"3","MT-ATP8"
4.74680635798901e-18,1.70256392043962,0.549,0.171,7.61435207885017e-14,"3","SIAH1"
9.56391933561644e-18,1.6299358759403,0.578,0.188,1.53414830062623e-13,"3","GTF2F1"
1.02299017739061e-17,1.3335929435896,0.696,0.307,1.64097854355227e-13,"3","EIF2S3"
1.23583379391835e-17,1.05966194683842,0.863,0.492,1.98240098882443e-13,"3","ANP32B"
1.38211496177684e-17,1.72180319540236,0.529,0.157,2.21705061018623e-13,"3","MAFF"
1.57936133650596e-17,0.91756710491462,0.922,0.552,2.5334535198892e-13,"3","PNRC1"
2.02013584786854e-17,1.69706900846336,0.51,0.144,3.24049991356592e-13,"3","PELO"
2.26723270916938e-17,1.59765366238258,0.569,0.175,3.6368679887786e-13,"3","GNL3"
1.13437681093233e-16,0.951893110059928,0.882,0.535,1.81965384241655e-12,"3","UBE2B"
2.23516348496072e-16,0.774012970486263,0.951,0.675,3.58542574622549e-12,"3","EIF1B"
2.25783463269975e-16,1.41481588113242,0.637,0.232,3.62179253431366e-12,"3","CCNG2"
1.26215660942203e-15,1.02866355149578,0.853,0.484,2.02462541717388e-11,"3","OSTC"
1.26423682811441e-15,1.01959034675438,0.863,0.431,2.02796229597833e-11,"3","ILF3-AS1"
1.3160528775703e-15,0.624732635410759,0.971,0.755,2.11108042091052e-11,"3","TRMT112"
2.23243620335501e-15,1.54589137904162,0.5,0.15,3.58105091380177e-11,"3","LONP1"
2.53884731956673e-15,0.57953379201374,0.961,0.791,4.07256498531699e-11,"3","CCNI"
3.91076409876921e-15,1.08859879098689,0.784,0.426,6.27325669083569e-11,"3","SYF2"
4.47053882702923e-15,1.56703420984085,0.52,0.165,7.17119133243759e-11,"3","TES"
4.52596565962958e-15,0.873597199627384,0.931,0.604,7.26010151461181e-11,"3","UBXN1"
5.24503541921663e-15,0.737371798010162,0.912,0.658,8.41356131596539e-11,"3","EIF3H"
6.14106310130874e-15,1.54451668693702,0.539,0.187,9.85087932080935e-11,"3","BOD1"
6.17211921999581e-15,1.25269518139663,0.706,0.322,9.90069644079528e-11,"3","SMIM14"
6.42604102826947e-15,1.1783911481656,0.735,0.345,1.03080124134471e-10,"3","RALA"
7.56681161031671e-15,0.976738261191386,0.863,0.515,1.2137922504109e-10,"3","MAP1LC3B"
9.90793163893193e-15,0.961893065859362,0.853,0.532,1.58933131420107e-10,"3","HSPA5"
1.27372857880414e-14,1.52366775641255,0.52,0.175,2.04318801325973e-10,"3","SPAG4"
1.71655889466121e-14,1.2737883780481,0.667,0.277,2.75353212292604e-10,"3","ERO1A"
1.77013741880923e-14,1.33988220012463,0.618,0.239,2.83947743351189e-10,"3","CD55"
1.81580919501877e-14,1.13063476694025,0.745,0.348,2.91273952972961e-10,"3","BET1"
2.38741707660269e-14,1.24094706938296,0.676,0.296,3.82965573257837e-10,"3","TPD52"
3.05965359217925e-14,0.928853298380886,0.853,0.499,4.90799032721474e-10,"3","SEC11C"
3.595165095563e-14,0.815205110077218,0.873,0.604,5.76700432979261e-10,"3","CANX"
4.82016933916273e-14,1.15577323708995,0.696,0.279,7.73203363695093e-10,"3","PMAIP1"
5.22992559349054e-14,0.640868451599295,0.971,0.731,8.38932364451818e-10,"3","H2AFZ"
5.51633523948563e-14,0.524370536505903,1,0.81,8.8487533576589e-10,"3","SEC61B"
5.61338499865591e-14,0.735901098876169,0.922,0.638,9.00443087634395e-10,"3","CNBP"
5.7299167034232e-14,1.17819247511137,0.716,0.325,9.19135938396116e-10,"3","EIF2A"
8.80715901426764e-14,1.06532457188778,0.794,0.38,1.41275637747867e-09,"3","ARPC5L"
1.03674490753738e-13,1.16855933994029,0.667,0.276,1.6630425061807e-09,"3","HIST2H2BE"
1.2925476094877e-13,0.92798109634617,0.824,0.484,2.07337562037921e-09,"3","TOMM20"
1.29368024253127e-13,1.44155621650724,0.559,0.202,2.07519247704441e-09,"3","NKAP"
1.37953354937289e-13,1.53477056828438,0.5,0.18,2.21290976654905e-09,"3","CDC37L1"
1.66057875790091e-13,0.963116012382092,0.843,0.436,2.66373438554885e-09,"3","PPP1R15A"
1.69764894537029e-13,1.36222960307475,0.549,0.202,2.72319867326848e-09,"3","PAICS"
1.84098185279738e-13,0.908614349210841,0.843,0.488,2.95311899007228e-09,"3","SBDS"
2.50538658870534e-13,0.625015973631026,0.961,0.73,4.01889062694224e-09,"3","SPCS2"
2.74859287835543e-13,1.22932702613232,0.676,0.314,4.40901783616995e-09,"3","CDK4"
3.08230741547805e-13,1.07619075976389,0.735,0.42,4.94432932516834e-09,"3","EIF5"
3.7767664912523e-13,0.951872733261907,0.824,0.467,6.05831112861781e-09,"3","NARS"
5.22224052949634e-13,0.810630149759216,0.892,0.562,8.37699603336508e-09,"3","SELK"
6.62867432392453e-13,1.45103826863759,0.5,0.181,1.06330564830073e-08,"3","LYRM1"
7.20679244051841e-13,1.17132949733391,0.676,0.303,1.15604157538356e-08,"3","NOL7"
7.86313268165685e-13,1.2719356732813,0.608,0.25,1.26132511346458e-08,"3","SRP72"
9.48234838325616e-13,0.832926680730788,0.892,0.521,1.52106350415812e-08,"3","GDF15"
9.84634456285519e-13,1.27249813375192,0.569,0.221,1.5794521313276e-08,"3","ARG2"
1.03922888491688e-12,0.979448203812822,0.804,0.44,1.66702705429517e-08,"3","CISD2"
1.14813854694647e-12,0.775361158540429,0.892,0.586,1.84172904315683e-08,"3","NSA2"
1.40455500014468e-12,1.35990012568692,0.549,0.215,2.25304667573208e-08,"3","CCDC91"
1.72930506404289e-12,0.78801404712628,0.892,0.581,2.7739782532312e-08,"3","BEX4"
2.02671966189035e-12,1.24681015611097,0.588,0.243,3.25106100963831e-08,"3","UBA2"
2.19152927461571e-12,0.706320904649321,0.892,0.628,3.51543210941106e-08,"3","HNRNPA0"
2.43247049680309e-12,1.02939142787228,0.735,0.385,3.90192592392184e-08,"3","AIMP1"
2.72585034002245e-12,0.850920343948046,0.843,0.521,4.37253653043001e-08,"3","TXNL1"
2.82720926993111e-12,1.37246212793962,0.539,0.222,4.53512638989649e-08,"3","IGFBP5"
4.10585906021325e-12,0.900581932038876,0.824,0.495,6.58620851848807e-08,"3","ARL1"
5.71863642763874e-12,1.12676046082307,0.667,0.31,9.17326469357531e-08,"3","SRP54"
6.10109314439906e-12,0.884852241022688,0.824,0.444,9.78676351293053e-08,"3","RPL22L1"
6.68494030946762e-12,1.29677016171075,0.549,0.225,1.0723312750417e-07,"3","ANKRD37"
6.97561712336049e-12,1.09430691127154,0.686,0.314,1.11895874275826e-07,"3","RAB5A"
7.02359287856884e-12,1.1444580107489,0.667,0.308,1.12665453365123e-07,"3","CFDP1"
8.0578072146873e-12,1.10320916897423,0.686,0.342,1.29255285530799e-07,"3","AKR1C1"
1.04450928671512e-11,0.88724318320724,0.814,0.481,1.67549734681973e-07,"3","MANF"
1.2867092823132e-11,1.2790406191492,0.52,0.199,2.06401035975861e-07,"3","RP4-568C11.4"
1.32715822256281e-11,0.844049979182899,0.833,0.501,2.12889450481301e-07,"3","TAF7"
1.40528796252979e-11,1.16929634614076,0.647,0.307,2.25422242069403e-07,"3","CCDC59"
1.57962188558096e-11,0.967636002568486,0.745,0.402,2.53387146666042e-07,"3","C1orf43"
1.91214162194455e-11,0.948272928933619,0.765,0.409,3.06726637576125e-07,"3","NUDT21"
2.35849538324051e-11,1.2296989881174,0.52,0.194,3.7832624442561e-07,"3","PLOD2"
2.60359915775721e-11,1.12472250175797,0.618,0.287,4.17643340895834e-07,"3","OSER1"
3.2515334552232e-11,1.09565006590518,0.647,0.308,5.21578481552353e-07,"3","BNIP3L"
4.02580324992119e-11,0.898140575621644,0.794,0.463,6.45779099319859e-07,"3","CNPY2"
4.09523343249653e-11,1.24740697897246,0.549,0.242,6.56916394906769e-07,"3","SECISBP2"
4.1006537478773e-11,0.867554986510609,0.784,0.441,6.57785867696998e-07,"3","TTC3"
4.24416663442986e-11,0.852192854638629,0.824,0.504,6.80806769828893e-07,"3","STRAP"
4.80103159331084e-11,1.13036117653084,0.618,0.279,7.70133477882992e-07,"3","PDIA4"
6.4255255468628e-11,1.2191976337407,0.539,0.231,1.03071855297226e-06,"3","POLR2C"
6.74847077244262e-11,0.909021633552131,0.755,0.448,1.08252219660752e-06,"3","ATF3"
6.93933569874734e-11,1.10278103386111,0.608,0.252,1.11313883943606e-06,"3","GRPEL1"
7.1069861765233e-11,1.2089909537154,0.5,0.19,1.1400316525761e-06,"3","GBE1"
7.47651373554764e-11,0.867877975033283,0.745,0.372,1.1993075683192e-06,"3","IFRD1"
8.8619676651828e-11,0.603723051105946,0.931,0.679,1.42154823317197e-06,"3","C14orf166"
1.61718457495653e-10,0.649452495258623,0.873,0.631,2.59412577668777e-06,"3","SSR2"
1.8036747415836e-10,1.03630596793815,0.657,0.334,2.89327465297426e-06,"3","CCPG1"
2.21910344499877e-10,1.11211279302964,0.598,0.291,3.55966383612253e-06,"3","TAF9"
2.79850961053439e-10,0.819898939718986,0.794,0.421,4.48908926625821e-06,"3","NDRG1"
3.05606889967944e-10,1.16838799410579,0.569,0.259,4.9022401219758e-06,"3","SARS"
3.17910072479019e-10,0.552911078068474,0.941,0.702,5.09959547263595e-06,"3","HNRNPDL"
3.18472130788478e-10,0.742711861820929,0.873,0.53,5.10861144997798e-06,"3","HMGB2"
3.27363110566872e-10,0.920327519294972,0.706,0.39,5.25123165660319e-06,"3","CLNS1A"
3.31273610923028e-10,0.96168208689702,0.696,0.383,5.31395999281628e-06,"3","CAMLG"
3.54531324032999e-10,1.00782921722578,0.667,0.349,5.68703696881333e-06,"3","SDF2L1"
3.65617917948048e-10,0.884974768364312,0.775,0.46,5.86487702180464e-06,"3","RBCK1"
3.84810882049815e-10,0.65748858311892,0.853,0.603,6.17275135896108e-06,"3","COX7A2L"
3.92351905793135e-10,0.719643235769335,0.882,0.562,6.29371692082768e-06,"3","SNRPD1"
5.08605724961123e-10,1.12558913647208,0.559,0.24,8.15854443410138e-06,"3","FXR1"
5.1746827652098e-10,1.15465465166555,0.559,0.25,8.30070862367303e-06,"3","CREB3"
5.8814107702689e-10,1.25797728808955,0.5,0.215,9.43437101658833e-06,"3","TATDN1"
7.51640760148701e-10,1.17938917704459,0.51,0.221,1.20570694335453e-05,"3","ZNF667-AS1"
1.1865815174695e-09,0.535329223625883,0.951,0.728,1.90339541217283e-05,"3","EIF3F"
1.2492418281241e-09,1.07686046630506,0.5,0.195,2.00390881649387e-05,"3","AARS"
1.27053280247666e-09,1.13168485725264,0.529,0.229,2.0380616684528e-05,"3","TCEA3"
1.37553011313157e-09,0.848078678768423,0.745,0.448,2.20648785447435e-05,"3","IMPDH2"
1.42629003941855e-09,1.02987220052366,0.627,0.307,2.2879118522313e-05,"3","DNAJB11"
1.59112700800738e-09,1.1352298981119,0.52,0.223,2.55232683354464e-05,"3","LTA4H"
1.59689660499789e-09,1.03647918778678,0.608,0.32,2.56158184407712e-05,"3","FAM127B"
1.68794275892809e-09,0.757312817456202,0.824,0.519,2.70762897959655e-05,"3","TCEAL8"
1.81087515539933e-09,0.995517337395701,0.539,0.223,2.90482483677606e-05,"3","KCNQ1OT1"
2.01696426426077e-09,0.66851434836196,0.912,0.581,3.23541237630071e-05,"3","MORF4L2"
2.38752329189723e-09,0.949380265833352,0.657,0.358,3.82982611253235e-05,"3","DHPS"
2.60931579853728e-09,1.05266379942332,0.588,0.266,4.18560347243365e-05,"3","VPS35"
2.61930673373243e-09,1.140819374579,0.52,0.223,4.20162993158018e-05,"3","HSD17B14"
2.72361051011839e-09,0.50686520300955,0.971,0.751,4.36894361928091e-05,"3","NAP1L1"
2.84077289141438e-09,0.902607414201207,0.667,0.321,4.55688379511781e-05,"3","TUBA1C"
3.1405131319152e-09,0.958043084033507,0.598,0.274,5.03769711490518e-05,"3","SLC38A2"
3.20851067013601e-09,0.935288393270088,0.588,0.242,5.14677196596518e-05,"3","EMX2"
3.51433158788408e-09,0.778416435408773,0.794,0.518,5.63733930012485e-05,"3","EGR1"
3.6153950908551e-09,0.820090930618983,0.755,0.448,5.79945526524067e-05,"3","KDELR1"
4.29132539581457e-09,0.731748359862377,0.843,0.511,6.88371506742615e-05,"3","BUD31"
5.14914617106749e-09,1.10876973371769,0.529,0.249,8.25974537300936e-05,"3","PSIP1"
5.7271511913784e-09,0.785360466874545,0.784,0.494,9.18692322609008e-05,"3","RBMX"
6.1563638251357e-09,0.949800491582564,0.637,0.314,9.87542321190018e-05,"3","ACP1"
6.50256087852054e-09,1.09039517649273,0.549,0.253,0.000104307579052348,"3","TIMM9"
7.62152389088535e-09,0.566479874410184,0.922,0.673,0.000122256864733692,"3","RHEB"
8.65623963698893e-09,0.950684521116081,0.627,0.322,0.000138854740016939,"3","COPS2"
8.84164294764499e-09,0.877707157928773,0.696,0.364,0.000141828794523173,"3","TMX2"
9.13506085249438e-09,0.665050812548944,0.833,0.542,0.000146535511134862,"3","HSPA9"
1.10429773086855e-08,1.0934423886822,0.51,0.229,0.000177140399008624,"3","GULP1"
1.16074158640885e-08,0.935710782992009,0.627,0.361,0.000186194557875844,"3","TMED7"
1.25376808292347e-08,0.74939815963279,0.784,0.458,0.000201116938181754,"3","RARRES2"
1.28962016953633e-08,1.01907124344133,0.529,0.229,0.000206867971395323,"3","YWHAG"
1.67613223258622e-08,0.883509177618712,0.686,0.413,0.000268868371429155,"3","CLDN7"
1.6893253760712e-08,0.540285938957259,0.922,0.678,0.000270984683575581,"3","C11orf58"
2.14936185233411e-08,1.06961677937883,0.51,0.232,0.000344779134732915,"3","SURF4"
2.23823673339524e-08,1.03703729809424,0.559,0.297,0.00035903555440393,"3","CDK2AP2"
2.46044139695777e-08,0.739471123687379,0.755,0.4,0.000394679404485995,"3","SLC38A1"
2.52271807034177e-08,0.969270839513057,0.578,0.284,0.000404669205663523,"3","TSEN34"
2.62194687407164e-08,1.11546257164355,0.51,0.263,0.000420586498069831,"3","PAIP1"
2.80515436641414e-08,0.867710162165553,0.667,0.368,0.000449974811916492,"3","COLCA1"
2.88530190793256e-08,0.831951737920164,0.657,0.347,0.000462831279051462,"3","MKRN1"
2.97300030063559e-08,0.969484376342375,0.549,0.257,0.000476898978224955,"3","GGNBP2"
4.06792842227068e-08,0.584818331981076,0.853,0.631,0.00065253639821644,"3","EIF3G"
4.72773682799836e-08,0.893529240279955,0.627,0.313,0.000758376264579216,"3","FKBP4"
4.95309873029875e-08,0.689360629452881,0.843,0.504,0.000794526567327222,"3","KDELR2"
5.23094705010063e-08,0.834010821123246,0.676,0.344,0.000839096216306642,"3","ANO10"
5.54174262774899e-08,0.516545623412372,0.892,0.709,0.000888950934917216,"3","TXN"
5.79421495006311e-08,0.815842750759693,0.706,0.416,0.000929450020139624,"3","FAM177A1"
6.090600727853e-08,0.504471086236858,0.902,0.673,0.0009769932627549,"3","ARL6IP1"
7.06103097015814e-08,0.556509748030932,0.873,0.546,0.00113265997792307,"3","PABPC1"
7.66343056941713e-08,0.566280530010883,0.912,0.632,0.0012292908976402,"3","EIF3M"
8.87292197406211e-08,0.802177922054209,0.657,0.359,0.0014233054138593,"3","COPZ1"
9.23263132046677e-08,0.975161470457873,0.539,0.276,0.00148100639011607,"3","GADD45A"
9.46978778133555e-08,0.886853175624757,0.608,0.308,0.00151904865800404,"3","GOLGA4"
1.17150053483989e-07,0.512904332498897,0.961,0.707,0.00187920400793666,"3","SSBP1"
1.20842068009248e-07,0.848586102568733,0.676,0.364,0.00193842761293634,"3","ATG101"
1.20973518782494e-07,0.621891523246814,0.873,0.523,0.00194053621478999,"3","SPINK1"
1.31926449436164e-07,0.714635526418493,0.794,0.485,0.00211623217540551,"3","CSNK2B"
1.44804710662093e-07,0.787720198551173,0.657,0.356,0.00232281236373064,"3","RAD23B"
1.50728882936423e-07,0.801516832742343,0.686,0.414,0.00241784201118316,"3","EIF4H"
1.67371948581193e-07,0.706381877894021,0.775,0.423,0.00268481342719092,"3","HOOK2"
1.70604297503324e-07,0.88113070845483,0.588,0.324,0.00273666353625082,"3","USP16"
1.77752127846868e-07,0.856128527403496,0.588,0.291,0.00285132188279161,"3","CDV3"
1.96344612859397e-07,0.904091071215776,0.569,0.294,0.00314956393487759,"3","HM13"
2.33026999554338e-07,0.665260299873335,0.775,0.453,0.00373798609985113,"3","SVIP"
2.58196831327277e-07,0.855708084334021,0.598,0.301,0.00414173537132085,"3","TOMM40"
3.05293917133527e-07,0.869788312561639,0.559,0.272,0.00489721972473891,"3","CRLS1"
3.20675237275578e-07,0.70392906944015,0.755,0.446,0.00514395148113755,"3","IMP3"
3.64254360551978e-07,1.00557130210384,0.5,0.26,0.00584300419761427,"3","ZNF90"
4.14590594235872e-07,0.75157567076724,0.637,0.364,0.00665044772213763,"3","UPP1"
4.51579937456829e-07,0.835710259733784,0.618,0.361,0.00724379377674499,"3","METAP2"
4.56984651263124e-07,0.873971677986014,0.529,0.257,0.00733049079091177,"3","BTF3L4"
5.9108013660836e-07,0.848684480156116,0.598,0.342,0.0094815164713347,"3","SMIM15"
6.43903633469806e-07,0.502424806034409,0.912,0.68,0.0103288581844892,"3","EIF3L"
8.32044216737202e-07,0.725943568665089,0.706,0.419,0.0133468212806815,"3","PIGP"
8.90850569091748e-07,0.757240548709042,0.696,0.389,0.0142901339788007,"3","TCP1"
9.72654147886895e-07,0.954627113162839,0.5,0.243,0.0156023451862537,"3","MED10"
9.79581407190872e-07,0.843675975916548,0.559,0.303,0.0157134653527488,"3","PARL"
1.01081237901465e-06,0.657847237939303,0.745,0.484,0.016214441371774,"3","TAX1BP1"
1.02615105850922e-06,0.736218625037298,0.647,0.355,0.0164604891295464,"3","PGRMC2"
1.52267266303022e-06,0.778610437482537,0.578,0.298,0.0244251921876678,"3","SLTM"
1.57285913374616e-06,0.878554678446241,0.549,0.293,0.0252302333644222,"3","KARS"
1.5968640394568e-06,0.678793379570004,0.696,0.385,0.0256152960569266,"3","SF1"
1.62136708957661e-06,0.847232456035094,0.569,0.314,0.0260083494838983,"3","SAR1B"
1.9265071224434e-06,0.731419521483991,0.637,0.362,0.0309031007511146,"3","CMPK1"
1.97282481121818e-06,0.90890603942566,0.539,0.279,0.0316460827967509,"3","MAGOH"
2.09539006889104e-06,0.745042767406492,0.637,0.379,0.0336121520950812,"3","RNPS1"
2.29825975818093e-06,0.83249809145623,0.539,0.287,0.0368663847809803,"3","THYN1"
2.30415951778605e-06,0.794223178335365,0.598,0.339,0.036961022824806,"3","CALU"
2.37716162964059e-06,0.794447457127286,0.52,0.259,0.0381320497010647,"3","H1FX"
2.40734524819627e-06,0.62429460077978,0.765,0.458,0.0386162251263163,"3","CWC15"
2.44024972139251e-06,0.519903538406929,0.843,0.611,0.0391440457808573,"3","CHMP5"
